43.53694588576325,43.60889161423675,-70.80837061255644,-70.70906632744357,2012-09-22 07:58:28,2012-09-22 11:58:28,fangirling
37.082452735763255,37.15439846423675,-76.5733409681979,-76.48311443180211,2012-09-30 11:18:20,2012-09-30 15:18:20,ce,Phew
38.80181010576325,38.873755834236746,-77.48083010077856,-77.38846463922143,2012-08-09 02:20:54,2012-08-09 06:20:54,uhhhh
40.686173135763255,40.75811886423675,-73.84393467971069,-73.74900472028932,2012-09-14 19:08:28,2012-09-14 23:08:28,Premium,Dominican,slowly
30.28278313576325,30.35472886423675,-81.74075338169666,-81.65740861830335,2012-04-20 06:30:07,2012-04-20 10:30:07,Drank,wintersolstice
34.49786613576325,34.56981186423675,-82.70554243703548,-82.61820756296451,2012-10-05 02:36:08,2012-10-05 06:36:08,left
40.58245020576325,40.654395934236746,-75.48750487639816,-75.39272246360184,2012-09-05 04:08:41,2012-09-05 08:08:41,gitmek,Manchester
41.55346288576325,41.62540861423675,-85.90797597748423,-85.81178162251578,2012-05-20 13:20:29,2012-05-20 17:20:29,Summer,Healdsburg
40.74420813576325,40.816153864236746,-73.99473809561286,-73.89972524438713,2012-12-28 04:36:55,2012-12-28 08:36:55,vote
38.26349153576325,38.335437264236745,-76.56108023518333,-76.46940418481667,2012-09-09 05:34:58,2012-09-09 09:34:58,yummmmm
33.72874441576325,33.80069014423675,-83.91196494448192,-83.82542169551809,2012-07-12 10:50:51,2012-07-12 14:50:51,hellya
39.31700273576325,39.38894846423675,-76.70809411235908,-76.61505132764091,2012-05-29 23:20:20,2012-05-30 03:20:20,Regan,warped,Rib
42.89405718576325,42.966002914236746,-87.99801646269255,-87.89975491730745,2012-09-14 05:22:37,2012-09-14 09:22:37,Warehouse,arnt
39.91651003576325,39.98845576423675,-83.12071980010654,-83.02686659989345,2012-09-14 04:18:19,2012-09-14 08:18:19,Geez
33.11961370576325,33.191559434236744,-89.02760921520357,-88.94167190479644,2012-09-30 08:08:56,2012-09-30 12:08:56,Otter
40.98728541576325,41.05923114423675,-73.76238159248462,-73.6670189075154,2012-09-20 18:28:07,2012-09-20 22:28:07,mygirl,Workboat,Wah
39.50449186576325,39.576437594236744,-80.59418717418164,-80.50089354581836,2012-10-16 07:18:33,2012-10-16 11:18:33,hurtss,FAME,Arise
40.546366105763255,40.61831183423675,-84.2734458715512,-84.1787146084488,2012-10-07 23:12:45,2012-10-08 03:12:45,Temperature
28.02227042576325,28.09421615423675,-82.4506165828751,-82.36908889712491,2012-08-28 14:35:24,2012-08-28 18:35:24,sniper,GMSR,hyper
35.799816875763256,35.87176260423675,-86.41864510201067,-86.32989971798933,2012-09-16 02:14:18,2012-09-16 06:14:18,Northside,querer
37.96624187576325,38.03818760423675,-84.49081918914446,-84.39951599085553,2012-09-20 07:00:51,2012-09-20 11:00:51,BBQing
36.831850065763255,36.90379579423675,-76.21161041958662,-76.12168070041339,2012-09-24 01:36:16,2012-09-24 05:36:16,disgusted,Eenchy,Crapping
40.68560503576325,40.75755076423675,-73.77740527459807,-73.68247612540193,2012-09-02 17:23:04,2012-09-02 21:23:04,Corn
35.08401484576325,35.155960574236744,-81.55860283489064,-81.47064414510938,2012-08-06 07:30:53,2012-08-06 11:30:53,Daysha
28.47043913576325,28.54238486423675,-81.50883266473441,-81.42696113526559,2012-10-11 08:50:16,2012-10-11 12:50:16,directioner,Archer,stadium
33.90470927576325,33.97665500423675,-83.47536283860546,-83.38864112139453,2012-10-06 23:34:57,2012-10-07 03:34:57,Pat,fooling
40.52906339576325,40.60100912423675,-75.52654756458868,-75.4318407954113,2012-09-08 14:24:15,2012-09-08 18:24:15,Closed,Habana
39.15348561576325,39.225431344236746,-78.20613185080484,-78.11330592919515,2012-07-16 13:30:08,2012-07-16 17:30:08,iya,Tryin,Handling
40.59122853576325,40.663174264236744,-74.36786073511912,-74.27306586488088,2012-06-09 02:40:48,2012-06-09 06:40:48,geno
25.94746390576325,26.01940963423675,-81.76466505806151,-81.68462938193848,2012-09-02 05:53:11,2012-09-02 09:53:11,Southland,Cellular
40.80748523576325,40.87943096423675,-74.86876915338762,-74.77366564661237,2012-10-09 02:22:40,2012-10-09 06:22:40,kongggg
37.868258545763254,37.94020427423675,-88.98112141712565,-88.88993992287436,2012-09-15 20:56:50,2012-09-16 00:56:50,kts,dome,vote
35.26171853576325,35.333664264236745,-80.933462203369,-80.845310796631,2012-07-17 04:20:59,2012-07-17 08:20:59,NC,lovemybaby
34.66821741576325,34.740163144236746,-86.72862729762369,-86.64111298237631,2012-06-03 21:10:22,2012-06-04 01:10:22,general,benni,Smokin
34.97805998576325,35.05000571423675,-85.21951442264525,-85.13166983735475,2012-09-03 17:18:25,2012-09-03 21:18:25,Sat,upsetting
29.71179573576325,29.78374146423675,-82.89764767958067,-82.81478172041932,2012-10-15 21:30:34,2012-10-16 01:30:34,housesitting,ciroc
42.05017396576325,42.122119694236744,-71.05322463015898,-70.95628074984103,2012-06-15 00:50:54,2012-06-15 04:50:54,Dover
36.95216100576325,37.024106734236746,-86.52371822897308,-86.43364647102692,2012-06-06 07:50:01,2012-06-06 11:50:01,Retarted
28.33230806576325,28.40425379423675,-81.58797842510769,-81.5062137148923,2012-09-02 03:01:46,2012-09-02 07:01:46,shakin,unlock,yday
42.987850835763254,43.05979656423675,-75.31703216920782,-75.21862063079219,2012-10-11 06:16:29,2012-10-11 10:16:29,Pike
37.58183738576325,37.653783114236745,-77.35437451267916,-77.26354540732083,2012-05-16 07:20:01,2012-05-16 11:20:01,actual,Darrell,MLBMember
39.731260635763256,39.80320636423675,-75.02920859059716,-74.93560840940285,2012-10-04 07:56:50,2012-10-04 11:56:50,burna,funcionou
39.268964745763256,39.34091047423675,-76.65991604556953,-76.56693715443046,2012-09-30 03:14:13,2012-09-30 07:14:13,banger,casserole,babosada
25.64860403576325,25.72054976423675,-80.46555510517474,-80.38572129482525,2012-07-11 05:50:36,2012-07-11 09:50:36,freeby,sing
42.79315403576325,42.865099764236746,-77.74017289286397,-77.64207190713603,2012-09-28 06:42:19,2012-09-28 10:42:19,Orlando
38.840924505763255,38.91287023423675,-76.95865459876025,-76.86623832123975,2012-05-21 03:50:54,2012-05-21 07:50:54,Salt
33.76784316576325,33.83978889423675,-84.3048004849556,-84.21821771504439,2012-05-28 07:20:54,2012-05-28 11:20:54,muscular,partyhard,crisi
35.266492115763256,35.33843784423675,-81.57441523348294,-81.48625862651707,2012-10-10 22:52:24,2012-10-11 02:52:24,TEDx
42.888563885763254,42.96050961423675,-85.73974814146659,-85.64149535853342,2012-04-12 18:30:16,2012-04-12 22:30:16,Greasy,MOOD,Johnstown
35.67198891576325,35.743934644236745,-83.70214450470876,-83.61354165529126,2012-09-06 07:18:45,2012-09-06 11:18:45,ii,faded,Patio
28.176436625763248,28.24838235423675,-81.33742890765754,-81.25578383234247,2012-08-15 04:30:03,2012-08-15 08:30:03,Worst,ten
