43.00296756545075,43.07491329392425,-76.17348546830655,-76.07504968794345,2012-10-15 08:00:00,2012-10-15 12:00:00,cheatsheet,Makeshift,hurtboi
40.69583865920075,40.76778438767425,-74.04039179585419,-73.94544804789581,2012-09-03 10:00:00,2012-09-03 14:00:00,CONTRANDKATE,donebramhi,genderbenderday
39.95975467482575,40.03170040329925,-83.04866528616621,-82.95475268258379,2012-09-03 12:00:00,2012-09-03 16:00:00,magic,illigally
42.31082889357575,42.38277462204925,-71.14120171544027,-71.04385687830973,2012-09-01 08:00:00,2012-09-01 12:00:00,Menomony
40.76175662795075,40.83370235642425,-77.90762640366613,-77.81258844008387,2012-09-02 05:00:00,2012-09-02 09:00:00,Eska,huzzah
40.68485233107575,40.75679805954925,-74.04038395973652,-73.94545588401348,2012-09-04 08:00:00,2012-09-04 12:00:00,rfd
37.75150272170075,37.82344845017425,-122.44420026222637,-122.35316301902363,2012-09-03 11:00:00,2012-09-03 15:00:00,Uncomfortablenes
35.88382694045075,35.95577266892425,-78.47581625966029,-78.38697670908971,2012-04-12 18:00:00,2012-04-12 22:00:00,PRINTED,themaww
26.66629764357575,26.73824337204925,-80.09764026593312,-80.01710582781688,2012-09-04 19:00:00,2012-09-04 23:00:00,histrionic
35.56522342482575,35.63716915329925,-82.58452544713977,-82.49604095911023,2012-08-03 09:00:00,2012-08-03 13:00:00,Banqn,shemaybesmallbutirelandrock
40.70682498732575,40.77877071579925,-74.0403996363057,-73.9454402074443,2012-09-03 10:00:00,2012-09-03 14:00:00,doofi
40.71781131545075,40.78975704392425,-74.04040748109377,-73.94543236265623,2012-09-04 09:00:00,2012-09-04 13:00:00,rectify
40.71781131545075,40.78975704392425,-74.04040748109377,-73.94543236265623,2012-09-04 09:00:00,2012-09-04 13:00:00,TEAMBOOMIN,nationalmeangirlsday
40.71781131545075,40.78975704392425,-74.04040748109377,-73.94543236265623,2012-09-04 09:00:00,2012-09-04 13:00:00,personater
47.57328006545075,47.64522579392425,-122.38612137802177,-122.27940596572823,2012-09-01 08:00:00,2012-09-01 12:00:00,datetheir,speakiin
39.37747928420075,39.44942501267425,-77.53313398587373,-77.44001054537627,2012-07-24 02:00:00,2012-07-24 06:00:00,nevergowup,came
40.71781131545075,40.78975704392425,-74.04040748109377,-73.94543236265623,2012-09-04 09:00:00,2012-09-04 13:00:00,Triunfa
39.94876834670075,40.02071407517425,-75.20441945308774,-75.11052195316226,2012-09-04 05:00:00,2012-09-04 09:00:00,Ninjaa,htmbarcrawl,Fast
29.84134647170075,29.91329220017425,-92.24973864785325,-92.16676525839675,2012-09-02 06:00:00,2012-09-02 10:00:00,kerme,desceu
41.88236209670075,41.95430782517425,-87.70825637918203,-87.61156783956797,2012-09-14 08:00:00,2012-09-14 12:00:00,WARDAMEAGLE,saaaayyyyy
34.59842654982575,34.67037227829925,-81.94679648077064,-81.85935586297936,2012-04-28 22:00:00,2012-04-29 02:00:00,thoughtbut
36.08158084670075,36.15352657517425,-115.2142091145453,-115.1251463542047,2012-09-02 08:00:00,2012-09-02 12:00:00,hallirou,creaturestrololololololllllololollllll
41.11331912795075,41.18526485642425,-81.4015326485498,-81.3059868827002,2012-09-18 08:00:00,2012-09-18 12:00:00,Audience
37.74051639357575,37.81246212204925,-122.48813880942605,-122.39711509682395,2012-09-27 08:00:00,2012-09-27 12:00:00,puudda,BOWWWE,Mudville
45.49686404982575,45.56880977829925,-122.73567927038864,-122.63297307336136,2012-09-21 08:00:00,2012-09-21 12:00:00,yeahhhhhhhhhhhh,Hugeeeee
39.88285037795075,39.95479610642425,-75.29226485426769,-75.19845780198231,2012-09-09 09:00:00,2012-09-09 13:00:00,thankuu
41.84940311232575,41.92134884079925,-87.68625877553238,-87.58962013071762,2012-09-02 10:00:00,2012-09-02 14:00:00,facinglife
33.43387576857575,33.50582149704925,-112.24649296302017,-112.16024531822983,2012-09-20 03:00:00,2012-09-20 07:00:00,omldat
40.71781131545075,40.78975704392425,-74.04040748109377,-73.94543236265623,2012-09-04 09:00:00,2012-09-04 13:00:00,GEEEEEAAAUUXXXXX,natalieportmansrap
