27.77988892526325,27.851834653736752,-82.86127672775368,-82.77993173344632,2019-11-09 16:11:37,2019-11-09 20:11:37,alamore,Lahes
39.906741048563255,39.97868677703675,-75.19905868098199,-75.10521888221801,2011-06-28 04:21:30,2011-06-28 08:21:30,seromas,BimBap
40.171372535763254,40.24331826423675,-75.50396977880077,-75.40976462119924,2016-09-16 05:15:33,2016-09-16 09:15:33,vzBKtY,Humankind,choron
39.73279313576325,39.80473886423675,-86.20031813236038,-86.10671586763961,2012-03-21 18:56:01,2012-03-21 22:56:01,CECI,wuda
27.98498613576325,28.056931864236752,-82.80543171745681,-82.72393228254317,2018-05-06 20:07:27,2018-05-07 00:07:27,marlenemangiabene,Schokolade
27.90245823576325,27.97440396423675,-82.54117154724845,-82.45973445275153,2020-05-27 16:15:47,2020-05-27 20:15:47,nubios,macros
27.96052715106325,28.03247287953675,-82.45414646568119,-82.3726655343188,2018-07-12 19:57:41,2018-07-12 23:57:41,Rowr
35.94489743576325,36.01684316423675,-86.60798842493243,-86.51908017506757,2018-03-15 14:13:20,2018-03-15 18:13:20,olies,manuri,magna
39.919908435763254,39.99185416423675,-75.24893203189902,-75.15507416810098,2009-07-20 20:31:40,2009-07-21 00:31:40,Biancy
36.144546535763254,36.21649226423675,-86.77111544503494,-86.68198115496507,2017-05-28 15:04:54,2017-05-28 19:04:54,Triptychs,ghannouj
27.94580413576325,28.01774986423675,-82.86807450220529,-82.78660469779471,2021-02-04 18:45:21,2021-02-04 22:45:21,Arraigned
27.90477913576325,27.97672486423675,-82.36617142203019,-82.2847325779698,2019-04-16 22:47:42,2019-04-17 02:47:42,suoose,Yijin,Mac
40.18858663576325,40.260532364236745,-75.30090094612915,-75.20667185387084,2009-02-14 01:48:48,2009-02-14 05:48:48,Patras,Carcassone
40.086725935763255,40.15867166423675,-75.06327478212147,-74.96918701787853,2016-04-03 18:46:15,2016-04-03 22:46:15,rdlichen
36.11678923576325,36.188734964236744,-86.83711946502316,-86.74801673497683,2015-08-30 12:55:15,2015-08-30 16:55:15,Ammmaaaazziiing,Striptease
40.32713163576325,40.399077364236746,-74.99754294058145,-74.90312045941856,2019-06-23 20:07:52,2019-06-24 00:07:52,Hakku,nibula
39.91543743576325,39.987383164236746,-75.21752696423066,-75.12367523576934,2018-06-11 23:18:38,2018-06-12 03:18:38,STomach
27.97005813576325,28.04200386423675,-82.8320576694578,-82.7505695305422,2019-07-18 00:25:47,2019-07-18 04:25:47,Sportba
36.11751413576325,36.189459864236746,-86.8404557768534,-86.75135222314658,2016-12-04 14:26:57,2016-12-04 18:26:57,ifnot,Overseasoning
39.91765805676325,39.989603785236746,-75.2399120214701,-75.14605724592988,2015-08-14 20:25:24,2015-08-15 00:25:24,bellclap
27.921408075263248,27.99335380373675,-82.56552182107926,-82.48407043552074,2013-12-17 22:18:37,2013-12-18 02:18:37,knoweledgable
39.98951113576325,40.061456864236746,-75.27005077679664,-75.17609722320336,2016-10-12 19:00:37,2016-10-12 23:00:37,fooadd,gardeneira
40.03723913576325,40.109184864236745,-75.47727468157734,-75.38325531842267,2020-12-22 19:41:24,2020-12-22 23:41:24,Goooooodaaamn
39.91519622416325,39.98714195263675,-75.20332351824868,-75.10947212075132,2016-03-27 20:10:39,2016-03-28 00:10:39,gamepad,MacDougall,notificAtion
27.92492883576325,27.99687456423675,-82.79871232114083,-82.71725827885918,2019-08-30 09:42:12,2019-08-30 13:42:12,retenir,torro,smellEd
39.79095113576325,39.862896864236745,-75.04387762610652,-74.95019617389347,2019-07-06 17:53:13,2019-07-06 21:53:13,stopin,whaaaaaaat,Servicemy
39.85086713576325,39.92281286423675,-86.25765363737345,-86.16389036262656,2020-03-10 23:04:13,2020-03-11 03:04:13,Wasavvy
27.99839513576325,28.07034086423675,-82.4609357944372,-82.3794262055628,2017-02-12 03:01:51,2017-02-12 07:01:51,genrational
27.94379251296325,28.01573824143675,-82.57467605488789,-82.49320777011211,2018-05-20 08:00:43,2018-05-20 12:00:43,cottoncandy,Flagg
39.729505735763254,39.80145146423675,-86.2055001977489,-86.1119024022511,2019-01-09 21:59:53,2019-01-10 01:59:53,weinerman,Lokshen
39.947427135763256,40.01937286423675,-75.2571494283201,-75.1632537716799,2018-10-05 01:58:04,2018-10-05 05:58:04,SupportLocal
39.91189219866325,39.98383792713675,-75.20756339704026,-75.11371653255974,2008-07-16 15:13:38,2008-07-16 19:13:38,TIMO
39.727149035763254,39.79909476423675,-86.20524699600723,-86.11165240399278,2019-11-16 05:46:53,2019-11-16 09:46:53,Carruout,Filobertos,Manipulators
39.90837513576325,39.980320864236745,-75.19708232000359,-75.1032402799964,2011-05-07 14:01:48,2011-05-07 18:01:48,falaffel,tib
28.02893393576325,28.10087966423675,-82.62158577024336,-82.54005302975663,2019-03-14 00:47:32,2019-03-14 04:47:32,STEAKBURGERS,saak,BibBim
28.026451335763248,28.09839706423675,-82.74939342852977,-82.66786257147024,2019-04-10 15:07:59,2019-04-10 19:07:59,intonational,Quarky,LaSallas
39.804270135763254,39.87621586423675,-75.54369880985696,-75.44999919014303,2017-01-11 12:31:48,2017-01-11 16:31:48,SQUAWK,buttermlik,SHIRTS
40.01257222066325,40.084517949136746,-75.45902359761402,-75.36503826598599,2017-07-28 21:22:43,2017-07-29 01:22:43,amplitude,RVg,Demorrio
39.913779035763255,39.98572476423675,-75.20941012653427,-75.11556067346572,2021-05-05 21:57:42,2021-05-06 01:57:42,Hoverer
40.062571535763254,40.13451726423675,-74.99304377831243,-74.89898942168756,2018-02-02 23:31:50,2018-02-03 03:31:50,delicisou,ordersed
39.927702135763255,39.99964786423675,-75.19456748099994,-75.10069891900007,2012-04-14 16:31:06,2012-04-14 20:31:06,Otoplasty,rerated,Isda
39.949853135763256,40.02179886423675,-75.35561849544472,-75.26171950455527,2019-01-14 20:09:19,2019-01-15 00:09:19,Jezzy
40.193193435763256,40.26513916423675,-74.97368075055259,-74.87944524944741,2014-05-05 15:31:41,2014-05-05 19:31:41,MCCOLLISTERS,Sikkim
27.92543863576325,27.99738436423675,-82.80314381350519,-82.7216893864948,2017-12-05 17:53:44,2017-12-05 21:53:44,Kirchman
28.01614613576325,28.088091864236752,-82.78011512078731,-82.69859207921269,2011-08-01 15:52:52,2011-08-01 19:52:52,eyeballing,kepover
39.914801135763256,39.98674686423675,-75.21732242770464,-75.12347157229534,2018-12-03 19:21:55,2018-12-03 23:21:55,seductive,msa
35.909240135763255,35.98118586423675,-86.86632505658139,-86.7774569434186,2019-02-25 20:40:20,2019-02-26 00:40:20,ASEPTIC
39.83390613576325,39.905851864236745,-86.18922954377496,-86.09548945622504,2018-04-23 19:14:32,2018-04-23 23:14:32,toolish
35.875536308563255,35.94748203703675,-86.86787654582587,-86.77904630557414,2021-08-15 18:16:10,2021-08-15 22:16:10,dorro,Jucuma,prilaga
40.13913477846325,40.211080506936746,-75.0903059662238,-74.99614557677621,2013-03-17 00:24:05,2013-03-17 04:24:05,Ique
39.89304213576325,39.96498786423675,-75.19864700856965,-75.10482599143035,2012-04-25 15:15:18,2012-04-25 19:15:18,tamparocks,DeLeon,Marzella
39.91795653576325,39.98990226423675,-75.19015379256564,-75.09629860743436,2013-12-24 00:06:53,2013-12-24 04:06:53,Hario,Cheeseburgerslider
35.99367383576325,36.06561956423675,-86.83665753416265,-86.74769426583735,2019-07-17 15:59:02,2019-07-17 19:59:02,SNARKINESS,cooozy,chiquiles
36.13843983576325,36.210385564236745,-86.7943330715224,-86.70520572847761,2014-06-13 21:12:35,2014-06-14 01:12:35,pEoPle,brary
39.91693263576325,39.98887836423675,-75.25171189004948,-75.15785810995052,2010-06-01 14:09:18,2010-06-01 18:09:18,sidewinders,gellish
27.90827113576325,27.980216864236752,-82.51002673841366,-82.42858526158635,2013-11-18 20:26:28,2013-11-19 00:26:28,Reciently,muture
27.85672213576325,27.92866786423675,-82.56800232991858,-82.4865996700814,2015-09-06 16:18:28,2015-09-06 20:18:28,intimite,Loraie
39.98880023576325,40.060745964236744,-75.26829248728032,-75.17433991271969,2017-01-10 14:29:33,2017-01-10 18:29:33,saidnooneever,Perinatologist
28.14597721676325,28.21792294523675,-82.7803717042043,-82.69874989579571,2019-08-20 19:31:29,2019-08-20 23:31:29,othered
39.76108693576325,39.83303266423675,-86.20153188028236,-86.10789111971765,2008-03-23 08:39:18,2008-03-23 12:39:18,dWell
27.83643463576325,27.908380364236752,-82.6803872056609,-82.59899979433911,2015-05-09 23:58:27,2015-05-10 03:58:27,Bumway,helpfuland
27.97824033576325,28.05018606423675,-82.75026196465134,-82.66876763534864,2020-12-21 15:20:40,2020-12-21 19:20:40,Russion,FLEMINGS,Slumdog
39.969450835763254,40.04139656423675,-75.19768277023235,-75.10375682976766,2015-11-09 22:19:03,2015-11-10 02:19:03,ohmhGOD,stops,tgiveashit
39.94929773576325,40.02124346423675,-75.46112231376112,-75.36722408623886,2017-07-01 17:49:43,2017-07-01 21:49:43,ineffeiciently
27.90920969246325,27.98115542093675,-82.5613780321628,-82.47993584763718,2015-06-29 15:14:38,2015-06-29 19:14:38,Zania
39.79565169316325,39.867597421636745,-86.08503111466331,-85.99134325213669,2021-03-11 18:28:37,2021-03-11 22:28:37,flannie,Zoominations
39.925240835763255,39.99718656423675,-75.19059389149432,-75.0967287085057,2020-10-23 13:26:04,2020-10-23 17:26:04,HiEnd
40.098977324063256,40.17092305253675,-75.2609437061184,-75.16683898168161,2015-07-26 22:28:01,2015-07-27 02:28:01,WEAVED,Puzczack
27.73485653576325,27.80680226423675,-82.69148955104784,-82.61017824895215,2021-07-09 17:06:33,2021-07-09 21:06:33,Contaminants,Maddening
39.594472118263255,39.66641784673675,-86.17062309063492,-86.07720823996509,2016-02-12 01:10:48,2016-02-12 05:10:48,graphing,deramaxx
