38.93654343103291,38.94553664709209,-95.29020506705112,-95.27864258919888,2012-04-01 02:00:00,2012-04-01 04:00:00,rt,people,gottlieb
47.69264694665791,47.70164016271709,-122.31747196374121,-122.30411006750879,2012-04-01 02:00:00,2012-04-01 04:00:00,today,realize,sleeping
25.818867649782906,25.827860865842094,-80.21617708794692,-80.20618619330308,2012-04-01 02:00:00,2012-04-01 04:00:00,c,justonemore,laziest
35.23415085290791,35.24314406896709,-80.80994880850865,-80.79893791024135,2012-04-01 02:00:00,2012-04-01 04:00:00,clt,cute,proces
36.84914108728291,36.85813430334209,-119.72363714230839,-119.71239801394161,2012-04-01 02:00:00,2012-04-01 04:00:00,advil,ham,irving
30.411152806032906,30.420146022092094,-81.6665911648415,-81.6561627414085,2012-04-01 02:00:00,2012-04-01 04:00:00,finley,research,imis
40.30983444665791,40.31882766271709,-111.68192253099627,-111.67012825025373,2012-04-01 02:00:00,2012-04-01 04:00:00,golf,cascade,shooter
29.466328587282906,29.475321803342094,-98.4756238998013,-98.4652940689487,2012-04-01 02:00:00,2012-04-01 04:00:00,daaaaaaaaamn,humacao,racetrack
39.03542038415791,39.04441360021709,-75.53679518029588,-75.52521653845412,2012-04-01 02:00:00,2012-04-01 04:00:00,screen,lol,shot
27.862324681032906,27.871317897092094,-82.50142434156461,-82.49125143968539,2012-04-01 02:00:00,2012-04-01 04:00:00,meow,dance,rain
35.71754929040791,35.72654250646709,-77.90959139119471,-77.89851407755529,2012-04-01 02:00:00,2012-04-01 04:00:00,polished,daybev,mshtaagen
41.86989304040791,41.87888625646709,-87.6879236425315,-87.6758458887185,2012-04-01 02:00:00,2012-04-01 04:00:00,raffle,deliver,lorraine
33.79494186853291,33.80393508459209,-118.20731544316637,-118.19649315058363,2012-04-01 02:00:00,2012-04-01 04:00:00,barbecue,making,forget
38.90358444665791,38.91257766271709,-76.92106175688636,-76.90950464936364,2012-04-01 02:00:00,2012-04-01 04:00:00,barrow,sec,sh
36.06911179040791,36.07810500646709,-79.49164729492806,-79.48052067382194,2012-04-01 02:00:00,2012-04-01 04:00:00,battling,germantown,evp
30.542988743532906,30.551981959592094,-97.6407193253975,-97.6302767683525,2012-04-01 02:00:00,2012-04-01 04:00:00,limitation,climax,revealed
41.12282272790791,41.13181594396709,-75.0535770320366,-75.0416378117134,2012-04-01 02:00:00,2012-04-01 04:00:00,marcelo,cage,construction
30.927510227907906,30.936503443967094,-83.24865036202884,-83.23816604422116,2012-04-01 02:00:00,2012-04-01 04:00:00,sweeter,na,doood
39.07936569665791,39.08835891271709,-94.76287300384395,-94.75128715240605,2012-04-01 02:00:00,2012-04-01 04:00:00,toooooo,wuvv
38.85963913415791,38.86863235021709,-77.07486677726526,-77.06331681648474,2012-04-01 02:00:00,2012-04-01 04:00:00,rt,espa,en
